CommRound,Acc,Loss,Time
0,8.92,2.304580703566346,11.783100366592407
1,10.28,2.8100557779964013,216.86432027816772
2,18.12,2.6206937258756615,211.2646541595459
3,24.86,2.354638691189923,200.81132221221924
4,29.93,1.8175363601008547,218.61561703681946
5,49.79,1.4046135884297044,208.98694348335266
6,64.61,1.033539874644219,213.9757740497589
7,77.61,0.6452902331005169,212.1157991886139
8,72.97,0.7409195764155327,213.52718591690063
9,79.96,0.5728569424982313,221.23154163360596
10,85.43,0.48654273039178003,214.74769711494446
11,86.29,0.44657204658547534,197.9219479560852
12,86.35,0.4301443949719019,203.34940028190613
13,87.27,0.4100290945247759,201.83479523658752
14,86.46,0.5749153724954098,199.55184888839722
15,80.21,0.7797592376606374,216.42502427101135
16,84.14,0.726166274540032,198.521555185318
17,88.49,0.4363785611489151,194.3878617286682
18,87.25,0.4463239938397951,207.9688322544098
19,89.38,0.4288762031193775,202.21122241020203
20,89.66,0.47096140541230574,210.68877363204956
21,89.08,0.46750257463677775,225.5960192680359
22,90.26,0.4563142528073697,222.71742343902588
23,90.24,0.4767593578730203,191.27478504180908
24,90.27,0.48794889794308927,226.82677674293518
25,90.39,0.49623710827171047,212.78721022605896
26,90.42,0.5035539538234095,214.26954221725464
27,90.44,0.5097664946902402,207.2838590145111
28,90.47,0.5151813202360763,208.14689111709595
29,90.51,0.5199753653399551,194.91565108299255
30,90.49,0.5243107397345048,212.5824921131134
